Conc1	5.5E-07	
Start1	799.84	
Stop1	5299.64	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
1020.24	0.00925982		
1020.44	0.00889137		
1020.64	0.00907693		
1020.84	0.00900153		
1021.04	0.00865155		
1021.24	0.00842884		
1021.44	0.00826085		
1021.64	0.00784115		
1021.84	0.00750024		
1022.04	0.00757072		
1022.24	0.00700337		
1022.44	0.00704699		
1022.64	0.00684681		
1022.84	0.00720067		
1023.04	0.00743522		
1023.24	0.00795167		
1023.44	0.00818559		
1023.64	0.00811243		
1023.84	0.00810039		
1024.04	0.00786051		
1024.24	0.00774106		
1024.44	0.0077771		
1024.64	0.00788793		
1024.84	0.00765456		
1025.04	0.00758853		
1025.24	0.00757747		
1025.44	0.00733215		
1025.64	0.00709908		
1025.84	0.00708167		
1026.04	0.0071297		
1026.24	0.00685184		
1026.44	0.00697466		
1026.64	0.00676031		
1026.84	0.00703679		
1027.04	0.00719793		
1027.24	0.00747394		
1027.44	0.00770697		
1027.64	0.00760706		
1027.84	0.00756978		
1028.04	0.00793641		
1028.24	0.00836557		
1028.44	0.00848624		
1028.64	0.00845339		
1028.84	0.00836516		
1029.04	0.0082218		
1029.24	0.00803946		
1029.44	0.00764012		
1029.64	0.00755442		
1029.84	0.00765512		
1030.04	0.00764869		
1030.24	0.0072416		
1030.44	0.00713705		
1030.64	0.00713532		
1030.84	0.00750075		
1031.04	0.00731418		
1031.24	0.00758993		
1031.44	0.00762918		
1031.64	0.00742827		
1031.84	0.00756553		
1032.04	0.00794039		
1032.24	0.00785723		
1032.44	0.00733779		
1032.64	0.00730374		
1032.84	0.00693419		
1033.04	0.00667031		
1033.24	0.00649641		
1033.44	0.00625233		
1033.64	0.00625524		
1033.84	0.00655383		
1034.04	0.00666718		
1034.24	0.00641379		
1034.44	0.00669416		
1034.64	0.00714146		
1034.84	0.00745823		
1035.04	0.00738085		
1035.24	0.00762728		
1035.44	0.00754886		
1035.64	0.00743481		
1035.84	0.00753547		
1036.04	0.00784292		
1036.24	0.00796668		
1036.44	0.00766672		
1036.64	0.00806295		
1036.84	0.00784024		
1037.04	0.00781095		
1037.24	0.00765147		
1037.44	0.00761565		
1037.64	0.0076763		
1037.84	0.00775487		
1038.04	0.00769627		
1038.24	0.00760586		
1038.44	0.0078316		
1038.64	0.00786789		
1038.84	0.00753323		
1039.04	0.00726608		
1039.24	0.00737876		
1039.44	0.0071533		
1039.64	0.00698575		
1039.84	0.0070792		
1040.04	0.00714993		
1040.24	0.00697521		
1040.44	0.00706703		
1040.64	0.007427		
1040.84	0.0075695		
1041.04	0.00781573		
1041.24	0.00791752		
1041.44	0.00786106		
1041.64	0.00773047		
1041.84	0.00774981		
1042.04	0.007884		
1042.24	0.00819079		
1042.44	0.0080097		
1042.64	0.0075472		
1042.84	0.00762185		
1043.04	0.00786296		
1043.24	0.00807428		
1043.44	0.00803934		
1043.64	0.00795424		
