Conc1	5.5E-07	
Start1	799.84	
Stop1	5299.64	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
990.44	0.00984242		
990.64	0.00989514		
990.84	0.00999212		
991.04	0.01024035		
991.24	0.01025436		
991.44	0.01086867		
991.64	0.01182154		
991.84	0.01194546		
992.04	0.0121687		
992.24	0.01246803		
992.44	0.01250414		
992.64	0.01235414		
992.84	0.01192005		
993.04	0.01178		
993.24	0.01152533		
993.44	0.01145502		
993.64	0.01137074		
993.84	0.01143522		
994.04	0.01153071		
994.24	0.0114788		
994.44	0.01161918		
994.64	0.01202172		
994.84	0.01223588		
995.04	0.01274899		
995.24	0.01270243		
995.44	0.01316865		
995.64	0.01357167		
995.84	0.01388777		
996.04	0.01421915		
996.24	0.01426381		
996.44	0.01389294		
996.64	0.01313966		
996.84	0.01284855		
997.04	0.0123911		
997.24	0.0123823		
997.44	0.01211858		
997.64	0.01205165		
997.84	0.01175559		
998.04	0.0118809		
998.24	0.01204241		
998.44	0.01177569		
998.64	0.01141187		
998.84	0.01078996		
999.04	0.01061374		
999.24	0.01058267		
999.44	0.01072957		
999.64	0.01121821		
999.84	0.0114396		
1000.04	0.01113803		
1000.24	0.01102632		
1000.44	0.01093646		
1000.64	0.01070613		
1000.84	0.01120156		
1001.04	0.01129791		
1001.24	0.01174849		
1001.44	0.01184837		
1001.64	0.01216717		
1001.84	0.01210082		
1002.04	0.01254496		
1002.24	0.01258868		
1002.44	0.0119302		
1002.64	0.01209565		
1002.84	0.01204639		
1003.04	0.01199623		
1003.24	0.01233819		
1003.44	0.01265559		
1003.64	0.01322965		
1003.84	0.01323108		
1004.04	0.01313394		
1004.24	0.01345224		
1004.44	0.01344163		
1004.64	0.01329211		
1004.84	0.01364762		
1005.04	0.01348602		
1005.24	0.01357528		
1005.44	0.0136311		
1005.64	0.0133204		
1005.84	0.01312222		
1006.04	0.01317854		
1006.24	0.0133085		
1006.44	0.01318485		
1006.64	0.01319425		
1006.84	0.01280565		
1007.04	0.01266111		
1007.24	0.01276056		
1007.44	0.01269642		
1007.64	0.01267791		
1007.84	0.01230924		
1008.04	0.01209063		
1008.24	0.01186636		
1008.44	0.01152374		
1008.64	0.01167219		
1008.84	0.0121386		
1009.04	0.01175068		
1009.24	0.01184571		
1009.44	0.01190174		
1009.64	0.01184005		
1009.84	0.01197357		
1010.04	0.01237038		
1010.24	0.01283744		
1010.44	0.01262764		
1010.64	0.01253915		
1010.84	0.01251353		
1011.04	0.01211888		
1011.24	0.01184478		
1011.44	0.01144738		
1011.64	0.01102995		
1011.84	0.01087065		
1012.04	0.01114469		
1012.24	0.0110251		
1012.44	0.01128019		
1012.64	0.01165047		
1012.84	0.01178115		
1013.04	0.01123705		
1013.24	0.0115485		
1013.44	0.0115212		
1013.64	0.01145397		
1013.84	0.01159381		
1014.04	0.01182624		
1014.24	0.01177073		
1014.44	0.01164199		
1014.64	0.01201987		
1014.84	0.01205844		
1015.04	0.01215206		
1015.24	0.01241388		
1015.44	0.01238006		
1015.64	0.01269045		
1015.84	0.01308685		
1016.04	0.01342287		
1016.24	0.01313283		
1016.44	0.01317291		
1016.64	0.01318059		
1016.84	0.01297194		
1017.04	0.01221283		
1017.24	0.01185301		
1017.44	0.01137085		
1017.64	0.01107238		
1017.84	0.01067046		
1018.04	0.0103109		
1018.24	0.01007328		
1018.44	0.01023755		
1018.64	0.01055648		
1018.84	0.01079172		
1019.04	0.0110101		
1019.24	0.0111807		
1019.44	0.01148716		
1019.64	0.01158707		
1019.84	0.01173807		
1020.04	0.01204568		
1020.24	0.01201798		
1020.44	0.01195361		
1020.64	0.01196569		
1020.84	0.01203944		
1021.04	0.0121374		
1021.24	0.01226313		
1021.44	0.01237896		
1021.64	0.01219827		
1021.84	0.01183731		
1022.04	0.01149516		
1022.24	0.01160532		
1022.44	0.01137415		
1022.64	0.01138419		
1022.84	0.01134321		
1023.04	0.01137308		
1023.24	0.01159008		
1023.44	0.01148481		
1023.64	0.01151709		
1023.84	0.01181237		
1024.04	0.01168349		
1024.24	0.01167973		
1024.44	0.01163651		
1024.64	0.01188402		
1024.84	0.01226908		
1025.04	0.01254119		
1025.24	0.01216243		
1025.44	0.01182372		
1025.64	0.01173814		
1025.84	0.01170845		
1026.04	0.01124102		
1026.24	0.01131121		
1026.44	0.01101965		
1026.64	0.01100607		
1026.84	0.01062908		
1027.04	0.01050481		
1027.24	0.01040028		
1027.44	0.01038989		
1027.64	0.01070275		
1027.84	0.01073101		
1028.04	0.01082037		
1028.24	0.0112986		
1028.44	0.01130623		
1028.64	0.01132899		
1028.84	0.01124081		
1029.04	0.01137178		
1029.24	0.01110878		
1029.44	0.01123379		
1029.64	0.0117015		
1029.84	0.01178995		
1030.04	0.01169274		
1030.24	0.01146412		
1030.44	0.01131029		
1030.64	0.01096438		
1030.84	0.01074675		
1031.04	0.01080116		
1031.24	0.01094116		
1031.44	0.01099251		
1031.64	0.01110382		
1031.84	0.01106626		
1032.04	0.01128893		
1032.24	0.01094381		
1032.44	0.01026458		
1032.64	0.01018045		
1032.84	0.00997693		
1033.04	0.01021276		
1033.24	0.010189		
1033.44	0.010435		
1033.64	0.01046177		
1033.84	0.01002855		
1034.04	0.01019024		
1034.24	0.00990006		
1034.44	0.01001035		
1034.64	0.01044212		
1034.84	0.01060489		
1035.04	0.01100324		
1035.24	0.01121697		
1035.44	0.01108767		
1035.64	0.01127222		
1035.84	0.01110019		
1036.04	0.01095352		
1036.24	0.010775		
1036.44	0.01065804		
1036.64	0.01075227		
1036.84	0.01066428		
1037.04	0.01097412		
1037.24	0.0110218		
1037.44	0.0108845		
1037.64	0.01057035		
1037.84	0.0104461		
1038.04	0.01088939		
1038.24	0.01062457		
1038.44	0.01038219		
1038.64	0.01070121		
1038.84	0.010483		
1039.04	0.01074746		
1039.24	0.01063744		
1039.44	0.01070384		
1039.64	0.01094118		
1039.84	0.01100102		
1040.04	0.01130415		
1040.24	0.01146972		
1040.44	0.01159191		
1040.64	0.01168591		
1040.84	0.01210252		
1041.04	0.01211237		
1041.24	0.0121756		
1041.44	0.01222912		
1041.64	0.01240737		
1041.84	0.01228993		
1042.04	0.01223206		
1042.24	0.01166903		
1042.44	0.01134007		
1042.64	0.01141821		
1042.84	0.01115314		
1043.04	0.01106317		
1043.24	0.0106303		
1043.44	0.01021392		
1043.64	0.0104558		
